0	301299	30
1	298400	59
2	294758	88
3	293457	117
4	295402	147
5	292817	175
6	289587	202
7	268445	214
8	243899	219
9	246631	246
10	248746	273
11	251289	301
12	252737	328
13	253821	355
14	255056	383
15	254910	408
16	255500	435
17	256062	461
18	256610	488
19	256920	514
20	256760	540
21	249980	551
22	249987	576
23	250190	601
24	250616	628
25	251092	654
26	251626	681
27	251921	707
28	251879	732
29	251850	757
30	246487	766
31	246872	792
32	247856	820
33	247988	846
34	248240	871
35	248224	896
36	248144	921
37	248605	948
38	249026	975
39	249183	1000
40	249666	1027
41	245413	1035
42	245546	1060
43	245893	1086
44	246011	1112
45	241811	1117
46	241939	1142
47	242113	1167
48	242408	1193
49	242540	1218
50	242659	1243
51	243067	1270
52	243264	1296
53	243794	1323
54	244051	1349
55	244587	1377
56	244729	1402
57	244840	1428
58	244974	1453
59	245167	1479
60	245491	1506
61	245671	1532
62	243191	1541
63	241901	1558
64	242258	1584
65	242531	1611
66	242740	1637
67	242918	1663
68	241758	1679
69	242100	1706
70	242428	1733
71	242674	1759
72	242821	1785
73	242946	1811
74	242995	1836
75	243313	1863
76	243493	1889
77	243652	1915
78	243811	1941
79	242770	1957
80	242842	1983
81	242929	2008
82	243074	2034
83	243229	2060
84	243283	2085
85	243289	2110
86	243346	2135
87	241123	2140
88	241309	2166
89	241340	2191
90	241295	2215
91	241322	2240
92	241463	2266
93	241591	2292
94	240235	2304
95	240258	2328
96	240325	2353
97	240420	2379
98	240579	2405
99	240671	2431
100	240639	2455
101	240753	2480
102	240819	2506
103	241034	2533
104	241144	2558
105	241142	2583
106	240297	2598
107	240297	2623
108	240329	2648
109	240382	2673
110	240567	2700
111	240655	2725
112	240610	2749
113	240656	2775
114	240836	2801
115	240868	2826
116	240788	2850
117	240870	2876
118	240947	2901
119	241028	2927
120	241149	2953
121	241259	2979
122	239880	2987
123	239956	3012
124	240109	3039
125	239459	3055
126	239514	3080
127	239537	3105
128	239548	3130
129	239537	3154
130	239587	3180
131	239613	3205
132	239703	3231
133	239834	3257
134	239880	3282
135	240015	3309
136	240133	3335
137	238747	3340
138	238871	3367
139	237669	3374
140	237666	3399
141	237731	3424
142	237741	3449
143	236716	3458
144	236769	3483
145	236852	3509
146	236895	3534
147	236967	3559
148	237002	3584
149	237094	3610
150	237267	3637
151	236420	3649
152	236472	3674
153	236572	3700
154	236638	3725
155	236745	3751
156	236851	3777
157	236914	3803
158	236925	3827
159	236880	3851
160	235897	3860
161	235992	3886
162	236071	3911
163	236107	3936
164	236134	3961
165	236175	3986
166	236180	4011
167	236210	4036
168	236259	4061
169	236273	4086
170	236295	4110
