iter	RMSE
773	197.3788124
774	197.3786822
775	197.3775476
776	197.3565646
777	197.3544903
778	197.3544996
779	197.2536915
780	197.2466186
781	197.2450365
782	197.2360646
783	197.2008525
784	197.1404384
785	197.0731409
786	196.9828221
787	196.8337345
788	196.8163591
789	196.7796726
790	196.7475139
791	196.7281526
792	196.6543945
793	196.5222926
794	196.5152867
795	196.5151279
796	196.5107375
797	196.4964538
798	196.4462519
799	196.352382
800	196.2497028
801	196.2318641
802	196.231836
803	196.2040223
804	196.1410737
805	196.1288503
806	196.1287099
807	196.0596981
808	196.0574323
809	195.9426352
810	195.934475
811	195.8456183
812	195.8066218
813	195.8065843
814	195.8064249
815	195.7221059
816	195.7146868
817	195.6764148
818	195.646927
819	195.5912607
820	195.5621544
821	195.5466749
822	195.5465435
823	195.4918157
824	195.4692029
825	195.3985865
826	195.3957211
827	195.391625
828	195.3820982
829	195.3820512
830	195.3587021
831	195.3587021
832	195.3583262
833	195.3583074
834	195.3263564
835	195.3155576
836	195.289578
837	195.2895592
838	195.2869084
839	195.190948
840	195.1908258
841	195.1466377
842	195.0827739
843	195.0827645
844	195.0826421
845	195.0628616
846	195.0492342
847	194.9953554
848	194.9851691
849	194.9850467
850	194.9840205
851	194.9840017
852	194.9836439
853	194.9836345
854	194.8852359
855	194.8838512
856	194.8381331
857	194.7876075
858	194.7046291
859	194.6884969
860	194.6884781
861	194.6144091
862	194.6144091
863	194.6136828
864	194.5621176
865	194.5333292
866	194.5333292
867	194.4934749
868	194.4934655
869	194.4932201
870	194.4930502
871	194.4881233
872	194.4623824
873	194.4130149
874	194.4130055
875	194.4129961
876	194.3752704
877	194.3751854
878	194.3695094
879	194.3269672
880	194.2974353
881	194.2831022
882	194.268995
883	194.2356361
884	194.2356361
885	194.2355321
886	194.2336419
887	194.2280374
888	194.1434962
889	194.1078744
890	194.0409726
891	193.8945271
892	193.8275232
893	193.7894279
894	193.7894279
895	193.7823422
896	193.7808644
897	193.6332837
898	193.6108235
899	193.573852
900	193.5118786
901	193.5118692
902	193.4270339
903	193.4226018
904	193.3095542
905	193.3093548
906	193.2941318
907	193.2788981
908	193.2602722
909	193.2601487
910	193.2601487
911	193.2555418
912	193.214626
913	193.214512
914	193.1933809
915	193.1883353
916	193.1762007
917	193.1735874
918	193.1015327
919	193.0440483
920	193.006778
921	192.9685206
922	192.9684159
923	192.8984448
924	192.8967509
925	192.8912978
926	192.8900416
927	192.8900416
928	192.8899369
929	192.8899274
930	192.8334271
931	192.8334081
932	192.8051803
933	192.6821483
934	192.6818339
935	192.6231093
936	192.5276805
937	192.5276805
938	192.4811739
939	192.4394161
940	192.4354096
941	192.4005593
942	192.3803789
943	192.3802739
944	192.3802739
945	192.3717622
946	192.3154533
947	192.3152624
948	192.2949681
949	192.2949585
950	192.2213139
951	192.2172264
952	192.1615219
953	192.1613595
954	192.161283
955	192.1370457
956	192.0980417
957	192.093063
958	192.0263482
959	192.0263291
960	192.0259563
961	192.0257937
962	192.0257746
963	191.9534612
964	191.8959868
965	191.8954702
966	191.8954607
967	191.8943032
968	191.8942936
969	191.8098913
970	191.8098913
971	191.76188
972	191.7499806
973	191.7499615
974	191.6615496
975	191.6615496
976	191.6353908
977	191.6353716
978	191.6353716
979	191.5279113
980	191.5279113
981	191.5253905
982	191.5252755
983	191.4946788
984	191.4247732
985	191.424754
986	191.4190576
987	191.2870444
988	191.2320864
989	191.2232836
990	191.2228324
991	191.2228324
992	191.2228228
993	191.2082113
994	191.2080865
995	191.1852454
996	191.1844677
997	191.1833059
998	191.1832867
999	191.1784857
1000	191.1784857
1001	191.169546
1002	191.1624784
1003	191.1433294
1004	191.1386235
1005	191.1385178
1006	191.1282604
1007	191.0967548
1008	191.096361
1009	191.0963418
1010	191.0596523
1011	191.0594889
1012	191.0594505
1013	191.0594409
1014	191.0589221
1015	191.0589125
1016	191.0581342
1017	191.0575385
1018	191.0562222
1019	191.0528497
1020	191.0515814
1021	191.0270495
1022	191.0264056
1023	191.012721
1024	191.0127017
1025	191.0077331
1026	191.0076851
1027	190.9983337
1028	190.9983433
1029	190.9982183
1030	190.9982087
1031	190.9981991
1032	190.9974014
1033	190.9974014
1034	190.9516469
1035	190.9479553
1036	190.9478687
1037	190.9478591
1038	190.8676549
1039	190.7909673
1040	190.7625528
1041	190.7274834
1042	190.612144
1043	190.5020733
1044	190.501948
1045	190.501948
1046	190.501948
1047	190.4564696
1048	190.3919775
1049	190.3916593
1050	190.3889596
1051	190.3879954
1052	190.373802
1053	190.3736091
1054	190.3504268
1055	190.3271067
1056	190.2863039
1057	190.2652818
1058	190.2649634
1059	190.2612875
1060	190.2602454
1061	190.2405617
1062	190.2025683
1063	190.2025683
1064	190.1585918
1065	190.1552517
1066	190.132593
1067	190.1284897
1068	190.1067452
1069	190.0494368
1070	190.0303109
1071	190.0300211
1072	190.0299148
1073	189.9955025
1074	189.9523768
1075	189.9523768
1076	189.9522319
1077	189.9260405
1078	189.9069021
1079	189.9041762
1080	189.9041762
1081	189.8808689
1082	189.8808399
1083	189.8241112
1084	189.8003105
1085	189.7941398
1086	189.7400749
1087	189.6135826
1088	189.5488521
1089	189.5482516
1090	189.5362133
1091	189.535884
1092	189.5347798
1093	189.5338597
1094	189.4155451
1095	189.3305711
1096	189.3304742
1097	189.3304839
1098	189.2870225
1099	189.2545508
1100	189.2543956
1101	189.2120712
1102	189.1685826
1103	189.1229874
1104	189.1229486
1105	189.1113393
1106	188.9723811
1107	188.9021542
1108	188.9020667
1109	188.9019015
1110	188.9018821
1111	188.8671379
1112	188.8572626
1113	188.8430805
1114	188.8429833
1115	188.7058508
1116	188.6922021
1117	188.5663795
1118	188.5429068
1119	188.5428971
1120	188.5383015
1121	188.5260234
1122	188.5213885
1123	188.5184477
1124	188.5184575
1125	188.5184575
1126	188.5184185
1127	188.5183017
1128	188.4836134
1129	188.4374141
1130	188.4369659
1131	188.4076897
1132	188.407641
1133	188.4075533
1134	188.3848989
1135	188.384704
1136	188.384704
1137	188.362193
1138	188.3485681
1139	188.3049678
1140	188.3049483
1141	188.2427909
1142	188.2423618
1143	188.1502431
1144	188.1495895
1145	188.0905819
1146	188.0739409
1147	188.0172041
1148	188.0092174
1149	187.8828006
1150	187.8828006
1151	187.8712809
1152	187.8704894
1153	187.8447212
1154	187.8445453
1155	187.7708953
1156	187.770602
1157	187.753522
1158	187.7535318
1159	187.7533363
1160	187.6509311
1161	187.6509116
1162	187.6507942
1163	187.6502464
1164	187.6502366
1165	187.6051237
1166	187.6051237
1167	187.5790646
1168	187.5776847
1169	187.5515728
1170	187.5480884
1171	187.5480786
1172	187.4519268
1173	187.4029264
1174	187.3584691
1175	187.2735518
1176	187.2705719
1177	187.2699347
1178	187.2680036
1179	187.2680036
1180	187.2665431
1181	187.2577695
1182	187.2574068
1183	187.1900767
1184	187.0240454
1185	187.0227596
1186	187.0227596
1187	186.9816776
1188	186.981658
1189	186.9653405
1190	186.9653405
1191	186.9067644
1192	186.8860203
1193	186.8860301
1194	186.8858828
1195	186.8816492
1196	186.8783683
1197	186.8755589
1198	186.8755491
1199	186.8754804
1200	186.8249728
1201	186.8248745
1202	186.7490629
1203	186.7381711
1204	186.7088744
1205	186.7088154
1206	186.7087367
1207	186.6499228
1208	186.6499228
1209	186.6277238
1210	186.5503757
1211	186.5497951
1212	186.534296
1213	186.5140124
1214	186.513727
1215	186.4503719
1216	186.3516442
1217	186.3516442
1218	186.33869
1219	186.338493
1220	186.3384043
1221	186.3384043
1222	186.3383255
1223	186.3383255
1224	186.2905201
1225	186.261074
1226	186.2228207
1227	186.2228109
1228	186.188602
1229	186.1641787
1230	186.1078361
1231	186.048329
1232	186.0347222
1233	185.9967678
1234	185.9317358
1235	185.9317259
1236	185.929307
1237	185.9284777
1238	185.9217342
1239	185.9013343
1240	185.9011862
1241	185.8619008
1242	185.8529226
1243	185.832535
1244	185.8053381
1245	185.8053381
1246	185.8053184
1247	185.7573066
1248	185.7572374
1249	185.7558737
1250	185.7542727
1251	185.7540949
1252	185.7326388
1253	185.6774407
1254	185.6267159
1255	185.6213064
1256	185.5935346
1257	185.5616532
1258	185.5616037
1259	185.5367219
1260	185.5366032
1261	185.5124602
1262	185.5124206
1263	185.5023568
1264	185.4207871
1265	185.4011044
1266	185.3210157
1267	185.3105353
1268	185.2322309
1269	185.2322209
1270	185.2321615
1271	185.2027355
1272	185.1543692
1273	185.1351242
1274	185.1347574
1275	185.1346979
1276	185.1126643
1277	185.0701069
1278	185.0698589
1279	185.0666055
1280	185.0350896
1281	185.0275397
1282	185.0271528
1283	184.9983789
1284	184.9693623
1285	184.9484207
1286	184.9483016
1287	184.9408474
1288	184.9407878
1289	184.9342763
1290	184.9342267
1291	184.9124968
1292	184.9087939
1293	184.8564679
1294	184.8556933
1295	184.8387512
1296	184.823188
1297	184.7771862
1298	184.7771862
1299	184.7505196
1300	184.693209
1301	184.693209
1302	184.693209
1303	184.693209
1304	184.6931494
1305	184.6907043
1306	184.6906844
1307	184.6906745
1308	184.6475327
1309	184.6072546
1310	184.605246
1311	184.5982353
1312	184.5403105
1313	184.461908
1314	184.461918
1315	184.4361612
1316	184.4361612
1317	184.4361612
1318	184.4224255
1319	184.3655506
1320	184.3655506
1321	184.3638281
1322	184.3638181
1323	184.3637584
1324	184.3637584
1325	184.3430169
1326	184.3430169
1327	184.320321
1328	184.3157596
1329	184.3157695
1330	184.2885181
1331	184.2672899
1332	184.26727
1333	184.2669114
1334	184.263315
1335	184.2411274
1336	184.2142237
1337	184.213855
1338	184.2105366
1339	184.2104768
1340	184.1942128
1341	184.1926381
1342	184.1923691
1343	184.1914422
1344	184.191213
1345	184.1025813
1346	184.0820896
1347	184.0454381
1348	184.0453583
1349	184.0147349
1350	183.9858226
1351	183.9858226
1352	183.9745977
1353	183.9519062
1354	183.9516468
1355	183.9516468
1356	183.9493815
1357	183.944721
1358	183.9137216
1359	183.9045485
1360	183.904309
1361	183.904299
1362	183.8830963
1363	183.8830863
1364	183.8830764
1365	183.8661444
1366	183.8516871
1367	183.8490711
1368	183.8449174
1369	183.8449174
1370	183.8052125
1371	183.7841881
1372	183.7113585
1373	183.6968091
1374	183.6806195
1375	183.6518345
1376	183.6110581
1377	183.5813623
1378	183.5725126
1379	183.5722126
1380	183.5286278
1381	183.477319
1382	183.4291782
1383	183.4283876
1384	183.4202611
1385	183.4202511
1386	183.4202411
1387	183.4202411
1388	183.3630254
1389	183.3630254
1390	183.2299668
1391	183.2299167
1392	183.2299067
1393	183.2096681
1394	183.2010108
1395	183.1937862
1396	183.193726
1397	183.1901487
1398	183.1605349
1399	183.1587209
1400	183.1312672
1401	183.1254232
1402	183.1253129
1403	183.1190476
1404	183.1190376
1405	183.0923199
1406	183.0922999
1407	183.0922598
1408	183.0812207
1409	183.0635427
1410	183.0626202
1411	183.0626101
1412	183.0370276
1413	183.0317321
1414	183.031682
1415	183.031682
1416	183.0314312
1417	183.0313811
1418	183.0160053
1419	183.0014909
1420	182.9867045
1421	182.9866543
1422	182.9807253
1423	182.9748464
1424	182.9748163
1425	182.9748163
1426	182.9740036
1427	182.927888
1428	182.9110784
1429	182.8908245
1430	182.8907041
1431	182.835401
1432	182.8353909
1433	182.8092644
1434	182.8091339
1435	182.8090937
1436	182.8090837
1437	182.8089933
1438	182.8089933
1439	182.7029428
1440	182.6794603
1441	182.6527387
1442	182.6516231
1443	182.6508894
1444	182.6400749
1445	182.6400649
1446	182.6398739
1447	182.5757275
1448	182.5342682
1449	182.5290487
1450	182.524543
1451	182.5242212
1452	182.4963502
1453	182.4963502
1454	182.4920752
1455	182.492045
1456	182.4573881
1457	182.3924831
1458	182.3912452
1459	182.3902286
1460	182.3579181
1461	182.3578375
1462	182.353076
1463	182.3529351
1464	182.3522908
1465	182.3523009
1466	182.3517472
1467	182.2970459
1468	182.2969855
1469	182.2969855
1470	182.2873987
1471	182.238027
1472	182.2377349
1473	182.237745
1474	182.2377349
1475	182.2375838
1476	182.2375838
1477	182.2275003
1478	182.2275003
1479	182.2247199
1480	182.2111902
1481	182.2094373
1482	182.2083391
1483	182.2083089
1484	182.2082686
1485	182.1972868
1486	182.1969845
1487	182.1969744
1488	182.1816592
1489	182.1565677
1490	182.1543707
1491	182.1543607
1492	182.1428918
1493	182.1080677
1494	182.1080173
1495	182.0878757
1496	182.0446011
1497	181.9535518
1498	181.9402138
1499	181.9401633
1500	181.9401129
1501	181.9366622
1502	181.9366622
1503	181.9360871
1504	181.8750536
1505	181.8750536
1506	181.8750536
1507	181.8750132
1508	181.8749324
1509	181.8748719
1510	181.8705923
1511	181.8696637
1512	181.8696233
1513	181.869583
1514	181.869583
1515	181.8695527
1516	181.8670999
1517	181.8082545
1518	181.7762141
1519	181.7761636
1520	181.7761737
1521	181.7564802
1522	181.733532
1523	181.7335017
1524	181.7335017
1525	181.7334916
1526	181.7335017
1527	181.7269459
1528	181.7269055
1529	181.7038324
1530	181.691638
1531	181.6915976
1532	181.6713896
1533	181.6565657
1534	181.5947306
1535	181.5796072
1536	181.5617426
1537	181.5617122
1538	181.5265845
1539	181.5066515
1540	181.5038196
1541	181.5037791
1542	181.5031319
1543	181.4904486
1544	181.4904081
1545	181.4903677
1546	181.3934641
1547	181.3573421
1548	181.3508639
1549	181.3480499
1550	181.3358113
1551	181.3299094
1552	181.2888942
1553	181.2661703
1554	181.2658361
1555	181.255972
1556	181.2551821
1557	181.2221424
1558	181.2174321
1559	181.2162367
1560	181.1329801
1561	181.1231088
1562	181.1221257
1563	181.1178891
1564	181.117879
1565	181.0662621
1566	181.0654004
1567	181.0653294
1568	181.0289696
1569	181.0289493
1570	181.028929
1571	181.0288986
1572	181.0288479
1573	180.9684214
1574	180.9673664
1575	180.9663216
1576	180.9234179
1577	180.9234179
1578	180.917188
1579	180.9162646
1580	180.908553
1581	180.9021094
1582	180.8992174
1583	180.8963659
1584	180.8963354
1585	180.8963456
1586	180.8865324
1587	180.8853145
1588	180.8853247
1589	180.8848274
1590	180.8771246
1591	180.8009207
1592	180.7968797
1593	180.7968594
1594	180.749518
1595	180.749518
1596	180.7494774
1597	180.7460547
1598	180.7452422
1599	180.7242784
1600	180.7162538
1601	180.7128204
1602	180.7128102
1603	180.7121906
1604	180.6991877
1605	180.6991775
1606	180.6991267
1607	180.6901054
1608	180.6898108
1609	180.6598278
1610	180.658456
1611	180.6416995
1612	180.580015
1613	180.5558396
1614	180.5330133
1615	180.5330031
1616	180.4845246
1617	180.4845144
1618	180.3872536
1619	180.3820941
1620	180.3451588
1621	180.2918444
1622	180.2793916
1623	180.2792388
1624	180.2772125
1625	180.2761942
1626	180.1966801
1627	180.1849338
1628	180.1849338
1629	180.1812865
1630	180.1807567
1631	180.1263745
1632	180.1177118
1633	180.1177118
1634	180.0902532
1635	180.0902532
1636	180.0385865
1637	180.0368735
1638	180.0368633
1639	180.0240257
1640	180.0198245
1641	179.9711363
1642	179.9294441
1643	179.9294441
1644	179.9294441
1645	179.9199251
1646	179.9198945
1647	179.9096505
1648	179.9096403
1649	179.8944568
1650	179.8944568
1651	179.8918955
1652	179.8911506
1653	179.8910792
1654	179.7628441
1655	179.7628441
1656	179.7628339
1657	179.7628339
1658	179.7161905
1659	179.7155879
1660	179.7155879
1661	179.7155674
1662	179.7154857
1663	179.7154857
1664	179.70238
1665	179.6474953
1666	179.6474851
1667	179.6474442
1668	179.6474442
1669	179.6204862
1670	179.6204862
1671	179.6204657
1672	179.6123816
1673	179.6123714
1674	179.6071589
1675	179.6069034
1676	179.5885563
1677	179.5885461
1678	179.5884848
1679	179.5884848
1680	179.5869004
1681	179.5868902
1682	179.5860213
1683	179.5859804
