Проект;Номер дома;Номер квартиры;Тип планировки;Общая площадь, кв,м,;Ссылка на планировку;Комнатность;Тип;Вид из окна;Этаж;Секция;Студия;Количество сан узлов;Размер сан узла №1;Размер сан узла №2;Размер сан узла №3;Размер сан узла №4;Размер коридора;Гардеробная;Кухня;Количество балконов;Размер балкона №1;Размер балкона №2;Размер балкона №3;Размер балкона №4;Размер балкона №5;Терраса №1;Терраса №2;Терраса №3;Терраса №4;Терраса №5;Жилая площадь за кв,м,;Размер второй комнаты;Размер третьей комнаты;Размер четвертой комнаты;Размер 5 комнаты;Размер 6 комнаты;Размер 7 комнаты;Размер 8 комнаты;Размер 9 комнаты;Цена за кв,м,;Цена за помещение, руб,;Статус;Дополнительный статус;Дата старта продаж;Дата продажи
Дружный;25,03;132;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;1;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 250,00;2 556 625,00;Свободно;;;
Дружный;20,04;188;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;на улицу;9;5;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;50 750,00;2 882 600,00;Свободно;;;
Дружный;20,04;62;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;6;2;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;41 830,00;3 308 753,00;Продано;;;10.04.19
Дружный;20,04;16;3К;71,6;https://drive.google.com/uc?id=1x2YMGkCQloIloupgsb1vjPj_s1FT3R4P;3;;во двор и на улицу;4;1;;2;1,6;3,4;;;10,4;1,1;8,5;1;7,1;;;;;;;;;;43;13;16,1;13,9;;;;;;50 000,00;3 580 000,00;Продано;;;03.07.19
Дружный;20,04;169;3К;71,9;https://drive.google.com/uc?id=1HtIjnvrrcRAvMI3QMX1HXbls7AoANOeb;3;;во двор и на улицу;4;5;;2;1,6;3,4;;;10,5;1,1;8,5;1;7,1;;;;;;;;;;43,2;13,1;16,1;14;;;;;;45 500,00;3 271 450,00;Продано;;;28.11.18
Дружный;20,04;20;3К;71,6;https://drive.google.com/uc?id=1x2YMGkCQloIloupgsb1vjPj_s1FT3R4P;3;;во двор и на улицу;5;1;;2;1,6;3,4;;;10,4;1,1;8,5;1;7,1;;;;;;;;;;43;13;16,1;13,9;;;;;;52 000,00;3 723 200,00;Свободно;;;
Дружный;20,04;173;3К;71,9;https://drive.google.com/uc?id=1HtIjnvrrcRAvMI3QMX1HXbls7AoANOeb;3;;во двор и на улицу;5;5;;2;1,6;3,4;;;10,5;1,1;8,5;1;7,1;;;;;;;;;;43,2;13,1;16,1;14;;;;;;49 000,00;3 523 100,00;Продано;;;19.12.18
Дружный;20,04;67;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;7;2;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;46 500,00;3 678 150,00;Свободно;;;
Дружный;20,04;47;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;3;2;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;46 382,72;3 678 150,00;Свободно;;;
Дружный;20,04;72;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;8;2;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;46 500,00;3 678 150,00;Свободно;;;
Дружный;25,03;46;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;2;2;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;46 500,00;2 850 450,00;Свободно;;;
Дружный;25,03;7;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;2;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 250,00;2 556 625,00;Свободно;;;
Дружный;25,03;6;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;2;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 250,00;2 556 625,00;Свободно;;;
Дружный;25,03;171;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;1;5;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;46 500,00;2 850 450,00;Свободно;;;
Дружный;20,04;42;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;2;2;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 000,00;3 401 300,00;Продано;;;21.08.19
Дружный;20,04;40;3К;71,6;https://drive.google.com/uc?id=1x2YMGkCQloIloupgsb1vjPj_s1FT3R4P;3;;во двор и на улицу;10;1;;2;1,6;3,4;;;10,4;1,1;8,5;1;7,1;;;;;;;;;;43;13;16,1;13,9;;;;;;49 000,00;3 508 400,00;Продано;;;20.12.18
Дружный;20,04;193;3К;71,9;https://drive.google.com/uc?id=1HtIjnvrrcRAvMI3QMX1HXbls7AoANOeb;3;;во двор и на улицу;10;5;;2;1,6;3,4;;;10,5;1,1;8,5;1;7,1;;;;;;;;;;43,2;13,1;16,1;14;;;;;;50 000,00;3 595 000,00;Продано;;;31.05.19
Дружный;25,03;107;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;5;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;47 750,00;3 438 000,00;Свободно;;;
Дружный;25,03;110;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;5;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 000,00;3 312 000,00;Продано;;;19.08.19
Дружный;25,03;147;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;5;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;47 750,00;3 438 000,00;Свободно;;;
Дружный;25,03;150;3К;72,2;https://drive.google.com/uc?id=1LR2hzs5TpG-XtxZ87OxXni3vKr1-tCBA;3;;;5;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;13,1;16,1;14,7;;;;;;47 750,00;3 447 550,00;Свободно;;;
Дружный;25,03;103;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;4;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;47 750,00;3 438 000,00;Свободно;;;
Дружный;25,03;106;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;4;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 750,00;3 366 000,00;Продано;;;12.09.19
Дружный;25,03;143;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;4;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;46 750,00;3 366 000,00;Продано;;;11.09.19
Дружный;25,03;146;3К;72,2;https://drive.google.com/uc?id=1LR2hzs5TpG-XtxZ87OxXni3vKr1-tCBA;3;;;4;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;13,1;16,1;14,7;;;;;;47 750,00;3 447 550,00;Свободно;;;
Дружный;20,04;24;3К;71,6;https://drive.google.com/uc?id=1x2YMGkCQloIloupgsb1vjPj_s1FT3R4P;3;;во двор и на улицу;6;1;;2;1,6;3,4;;;10,4;1,1;8,5;1;7,1;;;;;;;;;;43;13;16,1;13,9;;;;;;52 000,00;3 723 200,00;Свободно;;;
Дружный;20,04;177;3К;71,9;https://drive.google.com/uc?id=1HtIjnvrrcRAvMI3QMX1HXbls7AoANOeb;3;;во двор и на улицу;6;5;;2;1,6;3,4;;;10,5;1,1;8,5;1;7,1;;;;;;;;;;43,2;13,1;16,1;14;;;;;;48 000,00;3 451 200,00;Продано;;;13.12.18
Дружный;20,04;28;3К;71,6;https://drive.google.com/uc?id=1x2YMGkCQloIloupgsb1vjPj_s1FT3R4P;3;;во двор и на улицу;7;1;;2;1,6;3,4;;;10,4;1,1;8,5;1;7,1;;;;;;;;;;43;13;16,1;13,9;;;;;;51 000,00;3 651 600,00;Продано;;;25.09.19
Дружный;20,04;181;3К;71,9;https://drive.google.com/uc?id=1HtIjnvrrcRAvMI3QMX1HXbls7AoANOeb;3;;во двор и на улицу;7;5;;2;1,6;3,4;;;10,5;1,1;8,5;1;7,1;;;;;;;;;;43,2;13,1;16,1;14;;;;;;50 721,84;3 646 900,00;Продано;;;14.08.19
Дружный;20,04;12;3К;71,6;https://drive.google.com/uc?id=1x2YMGkCQloIloupgsb1vjPj_s1FT3R4P;3;;во двор и на улицу;3;1;;2;1,6;3,4;;;10,4;1,1;8,5;1;7,1;;;;;;;;;;43;13;16,1;13,9;;;;;;45 500,00;3 257 800,00;Продано;;;23.11.18
Дружный;20,04;165;3К;71,9;https://drive.google.com/uc?id=1HtIjnvrrcRAvMI3QMX1HXbls7AoANOeb;3;;во двор и на улицу;3;5;;2;1,6;3,4;;;10,5;1,1;8,5;1;7,1;;;;;;;;;;43,2;13,1;16,1;14;;;;;;45 500,00;3 271 450,00;Продано;;;26.11.18
Дружный;20,04;32;3К;71,6;https://drive.google.com/uc?id=1x2YMGkCQloIloupgsb1vjPj_s1FT3R4P;3;;во двор и на улицу;8;1;;2;1,6;3,4;;;10,4;1,1;8,5;1;7,1;;;;;;;;;;43;13;16,1;13,9;;;;;;52 000,00;3 723 200,00;Свободно;;;
Дружный;20,04;185;3К;71,9;https://drive.google.com/uc?id=1HtIjnvrrcRAvMI3QMX1HXbls7AoANOeb;3;;во двор и на улицу;8;5;;2;1,6;3,4;;;10,5;1,1;8,5;1;7,1;;;;;;;;;;43,2;13,1;16,1;14;;;;;;45 500,00;3 271 450,00;Продано;;;01.12.18
Дружный;25,03;41;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;1;2;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;46 500,00;2 850 450,00;Свободно;;;
Дружный;25,03;2;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;1;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 250,00;2 556 625,00;Свободно;;;
Дружный;25,03;1;2К;61,2;https://drive.google.com/uc?id=1n0cOBPv-2I4HwWGMgYAq_EFEEDatWFa2;2;;;1;1;;2;1,5;3;;;8,7;2,6;15,9;1;3,4;;;;;;;;;;27,8;13,7;14,1;;;;;;;45 750,00;2 799 900,00;Продано;;;26.08.19
Дружный;25,03;127;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;10;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;47 750,00;3 438 000,00;Свободно;;;
Дружный;25,03;130;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;10;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 000,00;3 312 000,00;Продано;;;26.08.19
Дружный;25,03;167;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;10;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;46 750,00;3 366 000,00;Продано;;;23.08.19
Дружный;25,03;170;3К;72,2;https://drive.google.com/uc?id=1LR2hzs5TpG-XtxZ87OxXni3vKr1-tCBA;3;;;10;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;13,1;16,1;14,7;;;;;;47 750,00;3 447 550,00;Свободно;;;
Дружный;20,04;8;3К;71,6;https://drive.google.com/uc?id=1x2YMGkCQloIloupgsb1vjPj_s1FT3R4P;3;;во двор и на улицу;2;1;;2;1,6;3,4;;;10,4;1,1;8,5;1;7,1;;;;;;;;;;43;13;16,1;13,9;;;;;;46 500,00;3 329 400,00;Продано;;;24.07.19
Дружный;20,04;161;3К;71,9;https://drive.google.com/uc?id=1HtIjnvrrcRAvMI3QMX1HXbls7AoANOeb;3;;во двор и на улицу;2;5;;2;1,6;3,4;;;10,5;1,1;8,5;1;7,1;;;;;;;;;;43,2;13,1;16,1;14;;;;;;45 500,00;3 271 450,00;Продано;;;17.12.18
Дружный;25,03;111;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;6;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;47 750,00;3 438 000,00;Свободно;;;
Дружный;25,03;114;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;6;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 750,00;3 366 000,00;Продано;;;22.08.19
Дружный;25,03;151;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;6;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;47 750,00;3 438 000,00;Свободно;;;
Дружный;25,03;154;3К;72,2;https://drive.google.com/uc?id=1LR2hzs5TpG-XtxZ87OxXni3vKr1-tCBA;3;;;6;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;13,1;16,1;14,7;;;;;;47 750,00;3 447 550,00;Свободно;;;
Дружный;25,03;119;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;8;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;46 750,00;3 366 000,00;Продано;;;06.09.19
Дружный;25,03;122;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;8;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 750,00;3 366 000,00;Продано;;;16.09.19
Дружный;25,03;159;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;8;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;46 750,00;3 366 000,00;Продано;;;23.08.19
Дружный;25,03;162;3К;72,2;https://drive.google.com/uc?id=1LR2hzs5TpG-XtxZ87OxXni3vKr1-tCBA;3;;;8;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;13,1;16,1;14,7;;;;;;47 750,00;3 447 550,00;Продано;;;18.09.19
Дружный;25,03;99;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;3;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;47 750,00;3 438 000,00;Свободно;;;
Дружный;25,03;102;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;3;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;47 750,00;3 438 000,00;Свободно;;;
Дружный;25,03;115;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;7;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;47 750,00;3 438 000,00;Свободно;;;
Дружный;25,03;118;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;7;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 750,00;3 366 000,00;Продано;;;21.08.19
Дружный;25,03;139;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;3;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;47 750,00;3 438 000,00;Свободно;;;
Дружный;25,03;142;3К;72,2;https://drive.google.com/uc?id=1LR2hzs5TpG-XtxZ87OxXni3vKr1-tCBA;3;;;3;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;13,1;16,1;14,7;;;;;;47 750,00;3 447 550,00;Свободно;;;
Дружный;25,03;155;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;7;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;47 750,00;3 438 000,00;Свободно;;;
Дружный;25,03;158;3К;72,2;https://drive.google.com/uc?id=1LR2hzs5TpG-XtxZ87OxXni3vKr1-tCBA;3;;;7;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;13,1;16,1;14,7;;;;;;47 750,00;3 447 550,00;Свободно;;;
Дружный;25,03;124;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;9;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;125;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;9;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;164;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;9;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;165;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;9;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;17;3К;72,2;https://drive.google.com/uc?id=1pF7s85-R2GgvbC_5xUiidrio5cDpRJle;3;;;5;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;14,7;13,1;16,1;;;;;;47 750,00;3 447 550,00;Свободно;;;
Дружный;25,03;20;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;5;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 000,00;3 312 000,00;Свободно;;;
Дружный;25,03;13;3К;72,2;https://drive.google.com/uc?id=1pF7s85-R2GgvbC_5xUiidrio5cDpRJle;3;;;4;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;14,7;13,1;16,1;;;;;;47 750,00;3 447 550,00;Свободно;;;
Дружный;25,03;16;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;4;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 000,00;3 312 000,00;Свободно;;;
Дружный;25,03;192;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;5;5;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;187;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;4;5;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;95;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;2;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;46 000,00;3 312 000,00;Свободно;;;
Дружный;25,03;98;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;2;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 000,00;3 312 000,00;Свободно;;;
Дружный;25,03;135;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;2;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;46 000,00;3 312 000,00;Свободно;;;
Дружный;25,03;138;3К;72,2;https://drive.google.com/uc?id=1LR2hzs5TpG-XtxZ87OxXni3vKr1-tCBA;3;;;2;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;13,1;16,1;14,7;;;;;;46 000,00;3 321 200,00;Свободно;;;
Дружный;25,03;211;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;9;5;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;46 250,00;2 835 125,00;Продано;;;09.09.19
Дружный;20,04;4;3К;71,6;https://drive.google.com/uc?id=1Ksbn1Af9opYekw0-Sglm2CChGQlSw_vW;3;;во двор и на улицу;1;1;;2;1,6;3,4;;;10,4;1,1;8,5;1;7,1;;;;;;;;;;43;13;16,1;13,9;;;;;;45 161,63;3 436 800,00;Свободно;;;
Дружный;25,03;37;3К;72,2;https://drive.google.com/uc?id=1pF7s85-R2GgvbC_5xUiidrio5cDpRJle;3;;;10;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;14,7;13,1;16,1;;;;;;47 750,00;3 447 550,00;Свободно;;;
Дружный;25,03;40;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;10;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 000,00;3 312 000,00;Свободно;;;
Дружный;25,03;62;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;5;2;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;57;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;4;2;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;217;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;10;5;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;21;3К;72,2;https://drive.google.com/uc?id=1pF7s85-R2GgvbC_5xUiidrio5cDpRJle;3;;;6;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;14,7;13,1;16,1;;;;;;47 750,00;3 447 550,00;Свободно;;;
Дружный;25,03;24;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;6;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 000,00;3 312 000,00;Свободно;;;
Дружный;25,03;81;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;9;2;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;47 750,00;2 927 075,00;Свободно;;;
Дружный;25,03;29;3К;72,2;https://drive.google.com/uc?id=1pF7s85-R2GgvbC_5xUiidrio5cDpRJle;3;;;8;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;14,7;13,1;16,1;;;;;;47 750,00;3 447 550,00;Свободно;;;
Дружный;25,03;32;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;8;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 000,00;3 312 000,00;Свободно;;;
Дружный;25,03;9;3К;72,2;https://drive.google.com/uc?id=1pF7s85-R2GgvbC_5xUiidrio5cDpRJle;3;;;3;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;14,7;13,1;16,1;;;;;;47 750,00;3 447 550,00;Свободно;;;
Дружный;25,03;12;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;3;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 000,00;3 312 000,00;Свободно;;;
Дружный;25,03;25;3К;72,2;https://drive.google.com/uc?id=1pF7s85-R2GgvbC_5xUiidrio5cDpRJle;3;;;7;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;14,7;13,1;16,1;;;;;;47 750,00;3 447 550,00;Свободно;;;
Дружный;25,03;28;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;7;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 000,00;3 312 000,00;Свободно;;;
