Проект;Номер дома;Номер квартиры;Тип планировки;Общая площадь, кв,м,;Ссылка на планировку;Комнатность;Тип;Вид из окна;Этаж;Секция;Студия;Количество сан узлов;Размер сан узла №1;Размер сан узла №2;Размер сан узла №3;Размер сан узла №4;Размер коридора;Гардеробная;Кухня;Количество балконов;Размер балкона №1;Размер балкона №2;Размер балкона №3;Размер балкона №4;Размер балкона №5;Терраса №1;Терраса №2;Терраса №3;Терраса №4;Терраса №5;Жилая площадь за кв,м,;Размер второй комнаты;Размер третьей комнаты;Размер четвертой комнаты;Размер 5 комнаты;Размер 6 комнаты;Размер 7 комнаты;Размер 8 комнаты;Размер 9 комнаты;Цена за кв,м,;Цена за помещение, руб,;Статус;Дополнительный статус;Дата старта продаж;Дата продажи
Дружный;20,04;137;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;5;4;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;45 144,13;2 537 100,00;Продано;;;23.11.18
Дружный;20,04;98;2К;56,3;https://drive.google.com/uc?id=1oB3iJzrL4tr0utDe1ghRurSjyEIaWRmC;2;;во двор и на улицу;5;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,3;12,2;16,1;;;;;;;47 000,00;2 646 100,00;Продано;;;13.02.19
Дружный;20,04;101;2К;56,5;https://drive.google.com/uc?id=1141cyRujp_hojBmEsHOZx5CtCQ3ZxqJE;2;;во двор и на улицу;5;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;45 500,00;2 570 750,00;Продано;;;30.11.18
Дружный;20,04;51;2К;61,6;https://drive.google.com/uc?id=1Ni7MvmA0tUaFl4w5sBb3k4MPHk3ep_d_;2;;во двор и на улицу;4;2;;2;1,6;3,4;;;12,7;0;12,8;1;6,9;;;;;;;;;;27,6;10,6;17;;;;;;;49 250,00;3 033 800,00;Свободно;;;
Дружный;20,04;56;2К;61,6;https://drive.google.com/uc?id=1Ni7MvmA0tUaFl4w5sBb3k4MPHk3ep_d_;2;;во двор и на улицу;5;2;;2;1,6;3,4;;;12,7;0;12,8;1;6,9;;;;;;;;;;27,6;10,6;17;;;;;;;49 250,00;3 033 800,00;Свободно;;;
Дружный;20,04;232;2К;61,6;https://drive.google.com/uc?id=1Ni7MvmA0tUaFl4w5sBb3k4MPHk3ep_d_;2;;во двор и на улицу;9;6;;2;1,6;3,4;;;12,7;0;12,8;1;6,9;;;;;;;;;;27,6;10,6;17;;;;;;;49 250,00;3 033 800,00;Свободно;;;
Дружный;20,04;37;2КE;72,2;https://drive.google.com/uc?id=1XBxkmDGhqiVkChCG0ZrFKJOgzBsV5I6E;2;;во двор и на улицу;10;1;;2;1,6;3,4;;;9;2,4;25,1;1;7,1;;;;;;;;;;27,1;14;13,1;;;;;;;50 750,00;3 664 150,00;Свободно;;;
Дружный;20,04;186;2КE;71,9;https://drive.google.com/uc?id=10311P7SEodQ05fkDWmXGbeHc75b59Qty;2;;во двор и на улицу;9;5;;2;1,6;3,4;;;8,9;2,4;25,1;1;7,1;;;;;;;;;;26,9;13;13,9;;;;;;;49 000,00;3 523 100,00;Продано;;;20.08.19
Дружный;20,04;154;2К;56,6;https://drive.google.com/uc?id=18la5dU_Jx1RUaQ93uCLPTFjYa3D8n2-z;2;;во двор и на улицу;10;4;;2;1,6;3,4;;;9,3;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;50 000,00;2 830 000,00;Продано;;;29.08.19
Дружный;20,04;157;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;10;4;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;49 000,00;2 753 800,00;Продано;;;19.04.19
Дружный;20,04;118;2К;56,5;https://drive.google.com/uc?id=1141cyRujp_hojBmEsHOZx5CtCQ3ZxqJE;2;;во двор и на улицу;10;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;50 819,47;2 871 300,00;Продано;;;11.09.19
Дружный;20,04;121;2К;56,5;https://drive.google.com/uc?id=1141cyRujp_hojBmEsHOZx5CtCQ3ZxqJE;2;;во двор и на улицу;10;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;45 500,00;2 570 750,00;Продано;;;29.03.19
Дружный;20,04;21;2КE;72,2;https://drive.google.com/uc?id=1XBxkmDGhqiVkChCG0ZrFKJOgzBsV5I6E;2;;во двор и на улицу;6;1;;2;1,6;3,4;;;9;2,4;25,1;1;7,1;;;;;;;;;;27,1;14;13,1;;;;;;;50 000,00;3 610 000,00;Продано;;;17.09.19
Дружный;20,04;81;2К;61,6;https://drive.google.com/uc?id=1Ni7MvmA0tUaFl4w5sBb3k4MPHk3ep_d_;2;;во двор и на улицу;10;2;;2;1,6;3,4;;;12,7;0;12,8;1;6,9;;;;;;;;;;27,6;10,6;17;;;;;;;49 250,00;3 033 800,00;Свободно;;;
Дружный;20,04;25;2КE;72,2;https://drive.google.com/uc?id=1XBxkmDGhqiVkChCG0ZrFKJOgzBsV5I6E;2;;во двор и на улицу;7;1;;2;1,6;3,4;;;9;2,4;25,1;1;7,1;;;;;;;;;;27,1;14;13,1;;;;;;;50 750,00;3 664 150,00;Продано;;;02.10.19
Дружный;20,04;9;2КE;72,2;https://drive.google.com/uc?id=1XBxkmDGhqiVkChCG0ZrFKJOgzBsV5I6E;2;;во двор и на улицу;3;1;;2;1,6;3,4;;;9;2,4;25,1;1;7,1;;;;;;;;;;27,1;14;13,1;;;;;;;50 750,00;3 664 150,00;Свободно;;;
Дружный;20,04;29;2КE;72,2;https://drive.google.com/uc?id=1XBxkmDGhqiVkChCG0ZrFKJOgzBsV5I6E;2;;во двор и на улицу;8;1;;2;1,6;3,4;;;9;2,4;25,1;1;7,1;;;;;;;;;;27,1;14;13,1;;;;;;;49 000,00;3 537 800,00;Продано;;;07.06.19
Дружный;20,04;138;2К;56,6;https://drive.google.com/uc?id=18la5dU_Jx1RUaQ93uCLPTFjYa3D8n2-z;2;;во двор и на улицу;6;4;;2;1,6;3,4;;;9,3;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;45 500,00;2 575 300,00;Продано;;;28.11.18
Дружный;20,04;141;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;6;4;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;51 500,00;2 894 300,00;Свободно;;;
Дружный;20,04;102;2К;56,3;https://drive.google.com/uc?id=1oB3iJzrL4tr0utDe1ghRurSjyEIaWRmC;2;;во двор и на улицу;6;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,3;12,2;16,1;;;;;;;46 000,00;2 589 800,00;Продано;;;18.12.18
Дружный;20,04;105;2К;56,5;https://drive.google.com/uc?id=1141cyRujp_hojBmEsHOZx5CtCQ3ZxqJE;2;;во двор и на улицу;6;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;51 500,00;2 909 750,00;Свободно;;;
Дружный;20,04;142;2К;56,6;https://drive.google.com/uc?id=18la5dU_Jx1RUaQ93uCLPTFjYa3D8n2-z;2;;во двор и на улицу;7;4;;2;1,6;3,4;;;9,3;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;48 000,00;2 716 800,00;Продано;;;28.02.19
Дружный;20,04;145;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;7;4;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;46 000,00;2 585 200,00;Продано;;;27.12.18
Дружный;20,04;126;2К;56,6;https://drive.google.com/uc?id=18la5dU_Jx1RUaQ93uCLPTFjYa3D8n2-z;2;;во двор и на улицу;3;4;;2;1,6;3,4;;;9,3;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;45 500,00;2 575 300,00;Продано;;;26.11.18
Дружный;20,04;129;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;3;4;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;46 000,00;2 585 200,00;Продано;;;05.12.18
Дружный;20,04;106;2К;56,3;https://drive.google.com/uc?id=1oB3iJzrL4tr0utDe1ghRurSjyEIaWRmC;2;;во двор и на улицу;7;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,3;12,2;16,1;;;;;;;44 180,00;2 487 334,00;Продано;;;21.03.19
Дружный;20,04;109;2К;56,5;https://drive.google.com/uc?id=1141cyRujp_hojBmEsHOZx5CtCQ3ZxqJE;2;;во двор и на улицу;7;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;46 000,00;2 599 000,00;Продано;;;11.12.18
Дружный;20,04;90;2К;56,3;https://drive.google.com/uc?id=1oB3iJzrL4tr0utDe1ghRurSjyEIaWRmC;2;;во двор и на улицу;3;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,3;12,2;16,1;;;;;;;51 500,00;2 899 450,00;Свободно;;;
Дружный;20,04;93;2К;56,5;https://drive.google.com/uc?id=1141cyRujp_hojBmEsHOZx5CtCQ3ZxqJE;2;;во двор и на улицу;3;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;50 000,00;2 825 000,00;Продано;;;14.08.19
Дружный;20,04;146;2К;56,6;https://drive.google.com/uc?id=18la5dU_Jx1RUaQ93uCLPTFjYa3D8n2-z;2;;во двор и на улицу;8;4;;2;1,6;3,4;;;9,3;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;49 000,00;2 773 400,00;Продано;;;29.04.19
Дружный;20,04;149;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;8;4;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;45 144,13;2 537 100,00;Продано;;;01.12.18
Дружный;20,04;110;2К;56,3;https://drive.google.com/uc?id=1oB3iJzrL4tr0utDe1ghRurSjyEIaWRmC;2;;во двор и на улицу;8;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,3;12,2;16,1;;;;;;;48 000,00;2 702 400,00;Продано;;;25.03.19
Дружный;20,04;113;2К;56,5;https://drive.google.com/uc?id=1141cyRujp_hojBmEsHOZx5CtCQ3ZxqJE;2;;во двор и на улицу;8;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;47 000,00;2 655 500,00;Продано;;;05.02.19
Дружный;20,04;61;2К;61,6;https://drive.google.com/uc?id=1Ni7MvmA0tUaFl4w5sBb3k4MPHk3ep_d_;2;;во двор и на улицу;6;2;;2;1,6;3,4;;;12,7;0;12,8;1;6,9;;;;;;;;;;27,6;10,6;17;;;;;;;46 500,00;2 864 400,00;Продано;;;15.07.19
Дружный;20,04;66;2К;61,6;https://drive.google.com/uc?id=1Ni7MvmA0tUaFl4w5sBb3k4MPHk3ep_d_;2;;во двор и на улицу;7;2;;2;1,6;3,4;;;12,7;0;12,8;1;6,9;;;;;;;;;;27,6;10,6;17;;;;;;;45 175,32;2 782 800,00;Продано;;;10.04.19
Дружный;20,04;46;2К;61,6;https://drive.google.com/uc?id=1Ni7MvmA0tUaFl4w5sBb3k4MPHk3ep_d_;2;;во двор и на улицу;3;2;;2;1,6;3,4;;;12,7;0;12,8;1;6,9;;;;;;;;;;27,6;10,6;17;;;;;;;46 500,00;2 864 400,00;Продано;;;19.07.19
Дружный;20,04;71;2К;61,6;https://drive.google.com/uc?id=1Ni7MvmA0tUaFl4w5sBb3k4MPHk3ep_d_;2;;во двор и на улицу;8;2;;2;1,6;3,4;;;12,7;0;12,8;1;6,9;;;;;;;;;;27,6;10,6;17;;;;;;;49 250,00;3 033 800,00;Свободно;;;
Дружный;20,04;5;2КE;72,2;https://drive.google.com/uc?id=1XBxkmDGhqiVkChCG0ZrFKJOgzBsV5I6E;2;;во двор и на улицу;2;1;;2;1,6;3,4;;;9;2,4;25,1;1;7,1;;;;;;;;;;27,1;14;13,1;;;;;;;46 500,00;3 357 300,00;Продано;;;24.08.19
Дружный;20,04;122;2К;56,6;https://drive.google.com/uc?id=18la5dU_Jx1RUaQ93uCLPTFjYa3D8n2-z;2;;во двор и на улицу;2;4;;2;1,6;3,4;;;9,3;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;48 500,00;2 745 100,00;Свободно;;;
Дружный;20,04;125;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;2;4;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;46 500,00;2 613 300,00;Продано;;;29.04.19
Дружный;20,04;86;2К;56,3;https://drive.google.com/uc?id=1oB3iJzrL4tr0utDe1ghRurSjyEIaWRmC;2;;во двор и на улицу;2;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,3;12,2;16,1;;;;;;;48 500,00;2 730 550,00;Свободно;;;
Дружный;20,04;89;2К;56,5;https://drive.google.com/uc?id=1141cyRujp_hojBmEsHOZx5CtCQ3ZxqJE;2;;во двор и на улицу;2;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;48 500,00;2 740 250,00;Свободно;;;
Дружный;20,04;274;2К;56,6;https://drive.google.com/uc?id=18la5dU_Jx1RUaQ93uCLPTFjYa3D8n2-z;2;;во двор и на улицу;9;7;;2;1,6;3,4;;;9,3;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;51 500,00;2 914 900,00;Свободно;;;
Дружный;20,04;277;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;9;7;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;51 500,00;2 894 300,00;Свободно;;;
Дружный;20,04;55;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;4;2;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;51 000,00;2 866 200,00;Продано;;;23.09.19
Дружный;20,04;60;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;5;2;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;51 000,00;2 866 200,00;Продано;;;17.09.19
Дружный;20,04;41;2К;61,6;https://drive.google.com/uc?id=1Ni7MvmA0tUaFl4w5sBb3k4MPHk3ep_d_;2;;во двор и на улицу;2;2;;2;1,6;3,4;;;12,7;0;12,8;1;6,9;;;;;;;;;;27,6;10,6;17;;;;;;;44 188,31;2 722 000,00;Продано;;;27.06.19
Дружный;20,04;236;2К;56,5;https://drive.google.com/uc?id=1141cyRujp_hojBmEsHOZx5CtCQ3ZxqJE;2;;во двор и на улицу;9;6;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;51 500,00;2 909 750,00;Свободно;;;
Дружный;20,04;1;2КE;72,2;https://drive.google.com/uc?id=1XBxkmDGhqiVkChCG0ZrFKJOgzBsV5I6E;2;;во двор и на улицу;1;1;;2;1,6;3,4;;;9;2,4;25,1;1;7,1;;;;;;;;;;27,1;14;13,1;;;;;;;47 500,00;3 429 500,00;Свободно;;;
Дружный;20,04;85;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;10;2;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;49 644,13;2 790 000,00;Продано;;;19.07.19
Дружный;20,04;65;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;6;2;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;51 500,00;2 894 300,00;Свободно;;;
Дружный;25,03;195;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;5;5;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;50 250,00;2 829 075,00;Свободно;;;
Дружный;25,03;190;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;4;5;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;50 250,00;2 829 075,00;Свободно;;;
Дружный;20,04;70;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;7;2;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;50 000,00;2 810 000,00;Продано;;;09.07.19
Дружный;20,04;50;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;3;2;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;51 500,00;2 894 300,00;Свободно;;;
Дружный;20,04;75;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;8;2;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;51 500,00;2 894 300,00;Свободно;;;
Дружный;20,04;45;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;2;2;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;47 500,00;2 669 500,00;Продано;;;31.05.19
Дружный;25,03;65;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;5;2;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;49 250,00;2 772 775,00;Продано;;;27.08.19
Дружный;25,03;60;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;4;2;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;50 500,00;2 843 150,00;Продано;;;30.09.19
Дружный;25,03;220;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;10;5;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;49 250,00;2 772 775,00;Продано;;;25.09.19
Дружный;20,04;208;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;4;6;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 500,00;3 440 850,00;Продано;;;11.02.19
Дружный;20,04;213;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;5;6;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 000,00;3 401 300,00;Продано;;;11.12.18
Дружный;25,03;134;2К;54,8;https://drive.google.com/uc?id=1U9RqbidC8fZBJvXMhkltJQNS_1Tc5B6s;2;;;1;4;;2;1,5;3;;;6,8;0;13,1;1;3,4;;;;;;;;;;27,8;14,7;13,1;;;;;;;49 085,77;2 689 900,00;Свободно;;;
Дружный;25,03;200;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;6;5;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;50 250,00;2 829 075,00;Свободно;;;
Дружный;25,03;210;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;8;5;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;50 250,00;2 829 075,00;Свободно;;;
Дружный;25,03;205;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;7;5;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;50 250,00;2 829 075,00;Свободно;;;
Дружный;25,03;185;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;3;5;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;50 250,00;2 829 075,00;Продано;;;03.10.19
Дружный;25,03;90;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;10;2;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;51 500,00;2 899 450,00;Свободно;;;
Дружный;25,03;94;2К;54,6;https://drive.google.com/uc?id=1xiYxZmntYnd73h5J0I4DKQ00exFAEEc4;2;;;1;3;;2;1,5;3;;;6,8;0;14;1;3,4;;;;;;;;;;27,6;13;14,6;;;;;;;49 250,00;2 689 050,00;Свободно;;;
Дружный;20,04;238;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;10;6;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;46 500,00;3 678 150,00;Свободно;;;
Дружный;20,04;15;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;во двор;4;1;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 750,00;2 655 400,00;Продано;;;28.02.19
Дружный;20,04;19;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;во двор;5;1;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;43 945,00;2 496 076,00;Продано;;;02.04.19
Дружный;25,03;70;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;6;2;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;51 500,00;2 899 450,00;Свободно;;;
Дружный;25,03;180;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;2;5;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;49 250,00;2 772 775,00;Свободно;;;
Дружный;20,04;33;2КE;72,2;https://drive.google.com/uc?id=1XBxkmDGhqiVkChCG0ZrFKJOgzBsV5I6E;2;;во двор и на улицу;9;1;;2;1,6;3,4;;;9;2,4;25,1;1;7,1;;;;;;;;;;27,1;14;13,1;;;;;;;50 750,00;3 664 150,00;Свободно;;;
Дружный;20,04;168;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;на улицу;4;5;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;50 000,00;2 840 000,00;Продано;;;01.10.19
Дружный;20,04;172;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;на улицу;5;5;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;44 250,00;2 513 400,00;Продано;;;03.12.18
Дружный;25,03;80;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;8;2;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;50 500,00;2 843 150,00;Продано;;;19.09.19
Дружный;25,03;55;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;3;2;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;51 500,00;2 899 450,00;Свободно;;;
Дружный;25,03;75;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;7;2;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;51 500,00;2 899 450,00;Свободно;;;
Дружный;20,04;218;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;6;6;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 500,00;3 440 850,00;Продано;;;13.02.19
Дружный;20,04;150;2К;56,6;https://drive.google.com/uc?id=18la5dU_Jx1RUaQ93uCLPTFjYa3D8n2-z;2;;во двор и на улицу;9;4;;2;1,6;3,4;;;9,3;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;50 000,00;2 830 000,00;Продано;;;01.08.19
Дружный;20,04;153;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;9;4;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;51 500,00;2 894 300,00;Свободно;;;
Дружный;20,04;114;2К;56,3;https://drive.google.com/uc?id=1oB3iJzrL4tr0utDe1ghRurSjyEIaWRmC;2;;во двор и на улицу;9;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,3;12,2;16,1;;;;;;;51 000,00;2 871 300,00;Продано;;;24.09.19
Дружный;20,04;117;2К;56,5;https://drive.google.com/uc?id=1141cyRujp_hojBmEsHOZx5CtCQ3ZxqJE;2;;во двор и на улицу;9;3;;2;1,6;3,4;;;9,2;0;10,2;1;7,1;;;;;;;;;;28,5;16,2;12,3;;;;;;;51 500,00;2 909 750,00;Свободно;;;
Дружный;20,04;223;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;7;6;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;45 500,00;3 599 050,00;Продано;;;23.05.19
