Номер дома;Общая площадь, кв,м,;Комнатность;Этаж;Секция;Линия;Студия;Количество сан узлов;Размер сан узла №1;Тип санузла 1;Размер сан узла №2;Тип санузла 2;Размер коридора;Гардеробная;Кухня;Количество балконов;Размер балкона №1;Размер балкона №2;Размер балкона №3;Жилая площадь за кв,м,;Размер 1-й комнаты;Размер 2-й комнаты;Размер 3-й комнаты;Размер 4-й комнаты;Ценазакв,м,;Ценазапомещение,тг.;Статус;Площадь гардеробных;Месяц продажи;Год продажи;планировка_1;планировка_2
7;34.5;1ккв;7;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;123360.0;4255920.0;Стр. Резерв;0.0;12;2019;Р;ДД
7;41.6;1ккв;7;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;118606.0;4934009.6;Стр. Резерв;0.0;12;2019;У;Д
7;38.9;1ккв;7;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;108860.0;4234654.0;Продажа;0.0;9;2019;Р;НД
7;38.0;1ккв;7;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;107242.0;4075196.0;Продажа;0.0;9;2019;Л;Н
7;66.4;3ккв(с);7;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;110569.0;7341781.6;Стр. Резерв;2.7;12;2019;У;НД
7;34.5;1ккв;8;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;121842.0;4203549.0;Продажа;0.0;10;2019;Р;ДД
7;41.6;1ккв;8;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;116007.989903846;4825932.38;Продажа;0.0;12;2019;У;Д
7;38.9;1ккв;8;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;111885.0;4352326.5;Продажа;0.0;9;2019;Р;НД
7;38.0;1ккв;8;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;107512.0;4085456.0;Продажа;0.0;9;2019;Л;Н
7;66.4;3ккв(с);8;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;110823.0;7358647.2;Свободно;2.7;12;2019;У;НД
7;34.5;1ккв;9;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;116216.0;4009452.0;Продажа;0.0;9;2019;Р;ДД
7;41.6;1ккв;9;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;108618.0;4518508.8;Продажа;0.0;9;2019;У;Д
7;38.9;1ккв;9;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;106218.0;4131880.2;Продажа;0.0;8;2019;Р;НД
7;38.0;1ккв;9;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;107783.0;4095754.0;Продажа;0.0;8;2019;Л;Н
7;66.4;3ккв(с);9;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;104250.0;6922200.0;Продажа;2.7;9;2019;У;НД
7;34.5;1ккв;10;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;122421.0;4223524.5;Продажа;0.0;10;2019;Р;ДД
7;41.6;1ккв;10;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;116594.860096154;4850346.18;Продажа;0.0;11;2019;У;Д
7;38.9;1ккв;10;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;106492.0;4142538.8;Продажа;0.0;8;2019;Р;НД
7;38.0;1ккв;10;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;108053.0;4106014.0;Продажа;0.0;8;2019;Л;Н
7;66.4;3ккв(с);10;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;98010.0;6507864.0;Продажа;2.7;8;2019;У;НД
7;34.5;1ккв;11;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;124532.0;4296354.0;Свободно;0.0;12;2019;Р;ДД
7;41.6;1ккв;11;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;116890.480048077;4862643.97;Продажа;0.0;11;2019;У;Д
7;38.9;1ккв;11;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;118461.479948586;4608151.57;Продажа;0.0;11;2019;Р;НД
7;38.0;1ккв;11;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;118420.0;4499960.0;Продажа;0.0;10;2019;Л;Н
7;66.4;3ккв(с);11;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;111584.0;7409177.6;Свободно;2.7;12;2019;У;НД
7;34.5;1ккв;12;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;124824.0;4306428.0;Стр. Резерв;0.0;12;2019;Р;ДД
7;41.6;1ккв;12;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;120114.0;4996742.4;Стр. Резерв;0.0;12;2019;У;Д
7;38.9;1ккв;12;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;118762.879948586;4619876.03;Продажа;0.0;11;2019;Р;НД
7;38.0;1ккв;12;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;119900.0;4556200.0;Продажа;0.0;11;2019;Л;Н
7;66.4;3ккв(с);12;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;111837.0;7425976.8;Стр. Резерв;2.7;12;2019;У;НД
7;34.5;1ккв;13;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;123171.0;4249399.5;Продажа;0.0;10;2019;Р;ДД
7;41.6;1ккв;13;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;120965.0;5032144.0;Продажа;0.0;11;2019;У;Д
7;38.9;1ккв;13;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;110426.0;4295571.4;Продажа;0.0;8;2019;Р;НД
7;38.0;1ккв;13;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;108757.0;4132766.0;Продажа;0.0;9;2019;Л;Н
7;66.4;3ккв(с);13;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;98589.0;6546309.6;Продажа;2.7;8;2019;У;НД
7;34.5;1ккв;14;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;123344.0;4255368.0;Продажа;0.0;10;2019;Р;ДД
7;41.6;1ккв;14;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;117536.05;4889499.68;Продажа;0.0;11;2019;У;Д
7;38.9;1ккв;14;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;119126.120051414;4634006.07;Продажа;0.0;11;2019;Р;НД
7;38.0;1ккв;14;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;120259.0;4569842.0;Продажа;0.0;10;2019;Л;Н
7;66.4;3ккв(с);14;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;112141.0;7446162.4;Свободно;2.7;12;2019;У;НД
7;34.5;1ккв;15;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;125352.0;4324644.0;Свободно;0.0;12;2019;Р;ДД
7;41.6;1ккв;15;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;120656.0;5019289.6;Пл. Бронь;0.0;12;2019;У;Д
7;38.9;1ккв;15;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;122900.0;4780810.0;Свободно;0.0;12;2019;Р;НД
7;38.0;1ккв;15;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;121027.47;4599043.86;Продажа;0.0;11;2019;Л;Н
7;66.4;3ккв(с);15;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;112293.0;7456255.2;Свободно;2.7;12;2019;У;НД
7;34.5;1ккв;16;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;122465.0;4225042.5;Продажа;0.0;10;2019;Р;ДД
7;41.6;1ккв;16;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;120836.0;5026777.6;Свободно;0.0;12;2019;У;Д
7;38.9;1ккв;16;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;108256.0;4211158.4;Продажа;0.0;7;2019;Р;НД
7;38.0;1ккв;16;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;110883.0;4213554.0;Продажа;0.0;9;2019;Л;Н
7;66.4;3ккв(с);16;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;98991.0;6573002.4;Продажа;2.7;8;2019;У;НД
7;34.5;1ккв;17;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;123864.0;4273308.0;Продажа;0.0;10;2019;Р;ДД
7;41.6;1ккв;17;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;121018.0;5034348.8;Свободно;0.0;12;2019;У;Д
7;38.9;1ккв;17;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;123273.0;4795319.7;Свободно;0.0;12;2019;Р;НД
7;38.0;1ккв;17;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;120796.0;4590248.0;Продажа;0.0;10;2019;Л;Н
7;66.4;3ккв(с);17;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;112597.0;7476440.8;Свободно;2.7;12;2019;У;НД
7;34.5;1ккв;18;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;125877.0;4342756.5;Свободно;0.0;12;2019;Р;ДД
7;41.6;1ккв;18;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;121197.0;5041795.2;Свободно;0.0;12;2019;У;Д
7;38.9;1ккв;18;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;119860.0;4662554.0;Продажа;0.0;10;2019;Р;НД
7;38.0;1ккв;18;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;111212.0;4226056.0;Продажа;0.0;9;2019;Л;Н
7;66.4;3ккв(с);18;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;99259.0;6590797.6;Продажа;2.7;7;2019;У;НД
7;34.5;1ккв;19;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;126054.0;4348863.0;Свободно;0.0;12;2019;Р;ДД
7;41.6;1ккв;19;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;121379.0;5049366.4;Свободно;0.0;12;2019;У;Д
7;38.9;1ккв;19;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;123646.0;4809829.4;Свободно;0.0;12;2019;Р;НД
7;38.0;1ккв;19;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;112490.0;4274620.0;Продажа;0.0;9;2019;Л;Н
7;66.4;3ккв(с);19;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;112901.0;7496626.4;Свободно;2.7;12;2019;У;НД
7;34.5;1ккв;20;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;126230.0;4354935.0;Свободно;0.0;12;2019;Р;ДД
7;41.6;1ккв;20;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;121559.0;5056854.4;Свободно;0.0;12;2019;У;Д
7;38.9;1ккв;20;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;123833.0;4817103.7;Ус. Бронь;0.0;12;2019;Р;НД
7;38.0;1ккв;20;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;112655.0;4280890.0;Продажа;0.0;9;2019;Л;Н
7;66.4;3ккв(с);20;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;113054.0;7506785.6;Свободно;2.7;12;2019;У;НД
7;34.5;1ккв;21;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;126406.0;4361007.0;Свободно;0.0;12;2019;Р;ДД
7;41.6;1ккв;21;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;121741.0;5064425.6;Свободно;0.0;12;2019;У;Д
7;38.9;1ккв;21;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;124019.0;4824339.1;Свободно;0.0;12;2019;Р;НД
7;38.0;1ккв;21;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;121514.0;4617532.0;Продажа;0.0;11;2019;Л;Н
7;66.4;3ккв(с);21;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;111804.0;7423785.6;Продажа;2.7;10;2019;У;НД
7;34.5;1ккв;22;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;126581.0;4367044.5;Стр. Резерв;0.0;12;2019;Р;ДД
7;41.6;1ккв;22;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;121921.0;5071913.6;Стр. Резерв;0.0;12;2019;У;Д
7;38.9;1ккв;22;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;124206.0;4831613.4;Стр. Резерв;0.0;12;2019;Р;НД
7;38.0;1ккв;22;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;122899.0;4670162.0;Стр. Резерв;0.0;12;2019;Л;Н
7;66.4;3ккв(с);22;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;113357.0;7526904.8;Стр. Резерв;2.7;12;2019;У;НД
7;34.5;1ккв;23;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;1.0;4.2;0.0;3.6;12.5;12.5;0.0;0.0;0.0;126756.0;4373082.0;Стр. Резерв;0.0;12;2019;Р;ДД
7;41.6;1ккв;23;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;122102.0;5079443.2;Стр. Резерв;0.0;12;2019;У;Д
7;38.9;1ккв;23;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;124390.0;4838771.0;Стр. Резерв;0.0;12;2019;Р;НД
7;38.0;1ккв;23;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;123081.0;4677078.0;Стр. Резерв;0.0;12;2019;Л;Н
7;66.4;3ккв(с);23;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;106535.0;7073924.0;Продажа;2.7;9;2019;У;НД
7;35.9;1ккв;24;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;2.0;4.0;4.6;3.6;12.6;12.6;0.0;0.0;0.0;124549.0;4471309.1;Стр. Резерв;0.0;12;2019;Р;ДД
7;41.6;1ккв;24;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;122282.0;5086931.2;Стр. Резерв;0.0;12;2019;У;Д
7;38.9;1ккв;24;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;124579.0;4846123.1;Стр. Резерв;0.0;12;2019;Р;НД
7;38.0;1ккв;24;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;123261.0;4683918.0;Стр. Резерв;0.0;12;2019;Л;Н
7;66.4;3ккв(с);24;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;113662.0;7547156.8;Стр. Резерв;2.7;12;2019;У;НД
7;35.9;1ккв;25;3;1;0;1.0;4.1;нет данных;0.0;Санузел отсутствует;5.0;0.0;10.8;2.0;4.0;4.6;3.6;12.6;12.6;0.0;0.0;0.0;124725.0;4477627.5;Стр. Резерв;0.0;12;2019;Р;ДД
7;41.6;1ккв;25;3;2;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;4.2;0.0;14.5;1.0;3.2;0.0;3.6;17.4;17.4;0.0;0.0;0.0;122464.0;5094502.4;Стр. Резерв;0.0;12;2019;У;Д
7;38.9;1ккв;25;3;3;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;5.3;0.0;15.0;1.0;3.0;0.0;3.6;13.2;13.2;0.0;0.0;0.0;124765.0;4853358.5;Стр. Резерв;0.0;12;2019;Р;НД
7;38.0;1ккв;25;3;4;0;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.9;0.0;15.3;1.0;3.0;0.0;3.6;13.4;13.4;0.0;0.0;0.0;123442.0;4690796.0;Стр. Резерв;0.0;12;2019;Л;Н
7;66.4;3ккв(с);25;3;5;1;1.0;4.5;нет данных;0.0;Санузел отсутствует;7.5;1.0;10.0;2.0;8.8;3.0;3.6;35.8;11.4;14.3;10.1;0.0;113814.0;7557249.6;Стр. Резерв;2.7;12;2019;У;НД
7;52.6;2ккв;2;4;1;0;1.0;4.6;нет данных;0.0;Санузел отсутствует;7.9;1.0;14.9;0.0;0.0;0.0;3.6;22.8;12.7;10.1;0.0;0.0;110719.0;5823819.4;Свободно;2.4;12;2019;Р;ДД
7;25.6;1ккв(с);2;4;2;1;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.6;0.0;6.6;0.0;0.0;0.0;3.6;11.5;11.5;0.0;0.0;0.0;112570.0;2881792.0;Продажа;0.0;7;2019;Л;Д
7;25.9;1ккв(с);2;4;3;1;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.6;0.0;6.9;0.0;0.0;0.0;3.6;11.5;11.5;0.0;0.0;0.0;112570.0;2915563.0;Продажа;0.0;7;2019;Л;Д
7;26.9;1ккв(с);2;4;4;1;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.8;0.0;6.9;0.0;0.0;0.0;3.6;12.3;12.3;0.0;0.0;0.0;117121.0;3150554.9;Продажа;0.0;8;2019;Л;Д
7;51.4;2ккв;2;4;5;0;2.0;1.7;нет данных;4.1;нет данных;7.2;0.0;14.2;0.0;0.0;0.0;3.6;24.2;11.9;12.3;0.0;0.0;95902.0;4929362.8;Продажа;0.0;8;2019;Р;ДД
7;53.8;2ккв;3;4;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.9;1.0;14.4;1.0;4.0;0.0;3.6;22.8;12.7;10.1;0.0;0.0;111779.0;6013710.2;Стр. Резерв;2.4;12;2019;Р;ДД
7;26.4;1ккв(с);3;4;2;1;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.6;0.0;6.4;1.0;3.4;0.0;3.6;11.5;11.5;0.0;0.0;0.0;139302.0;3677572.8;Стр. Резерв;0.0;12;2019;Л;Д
7;27.2;1ккв(с);3;4;3;1;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.6;0.0;6.4;1.0;6.0;0.0;3.6;11.5;11.5;0.0;0.0;0.0;141358.0;3844937.6;Стр. Резерв;0.0;12;2019;Л;Д
7;27.4;1ккв(с);3;4;4;1;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.8;0.0;6.4;1.0;3.4;0.0;3.6;12.3;12.3;0.0;0.0;0.0;138576.0;3796982.4;Стр. Резерв;0.0;12;2019;Л;Д
7;52.3;2ккв;3;4;5;0;2.0;1.4;нет данных;3.9;нет данных;7.2;0.0;13.6;1.0;4.0;0.0;3.6;24.2;11.9;12.3;0.0;0.0;108493.0;5674183.9;Стр. Резерв;0.0;12;2019;Р;ДД
7;53.8;2ккв;4;4;1;0;1.0;4.3;нет данных;0.0;Санузел отсутствует;7.9;1.0;14.4;1.0;4.0;0.0;3.6;22.8;12.7;10.1;0.0;0.0;106106.379925651;5708523.24;Продажа;2.4;11;2019;Р;ДД
7;26.4;1ккв(с);4;4;2;1;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.6;0.0;6.4;1.0;3.4;0.0;3.6;11.5;11.5;0.0;0.0;0.0;139654.0;3686865.6;Ус. Бронь;0.0;12;2019;Л;Д
7;27.2;1ккв(с);4;4;3;1;1.0;3.9;нет данных;0.0;Санузел отсутствует;3.6;0.0;6.4;1.0;6.0;0.0;3.6;11.5;11.5;0.0;0.0;0.0;134890.090073529;3669010.45;Продажа;0.0;11;2019;Л;Д
