Номер дома;Общая площадь, кв,м,;Комнатность;Этаж;Секция;Линия;Студия;Количество сан узлов;Размер сан узла №1;Тип санузла 1;Размер сан узла №2;Тип санузла 2;Размер коридора;Гардеробная;Кухня;Количество балконов;Размер балкона №1;Размер балкона №2;Размер балкона №3;Жилая площадь за кв,м,;Размер 1-й комнаты;Размер 2-й комнаты;Размер 3-й комнаты;Размер 4-й комнаты;Ценазакв,м,;Ценазапомещение,тг.;Статус;Площадь гардеробных;Месяц продажи;Год продажи;планировка_1;планировка_2
8;26.8;1ккв(с);18;3;3;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.3;1.0;6.0;0.0;3.6;11.0;11.0;0.0;0.0;0.0;122912.4;3294052.32;Стр. Резерв;0.0;12;2019;В;0
8;27.4;1ккв(с);18;3;4;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.4;1.0;3.3;0.0;3.6;12.3;12.3;0.0;0.0;0.0;123540.559854015;3385011.34;Стр. Резерв;0.0;12;2019;Г;0
8;26.4;1ккв(с);19;3;2;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.6;0.0;6.4;1.0;3.3;0.0;3.6;11.5;11.5;0.0;0.0;0.0;123725.679924242;3266357.95;Стр. Резерв;0.0;12;2019;Б;0
8;26.8;1ккв(с);19;3;3;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.3;1.0;6.0;0.0;3.6;11.0;11.0;0.0;0.0;0.0;123097.520149254;3299013.54;Стр. Резерв;0.0;12;2019;В;0
8;27.4;1ккв(с);19;3;4;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.4;1.0;3.3;0.0;3.6;12.3;12.3;0.0;0.0;0.0;123725.679927007;3390083.63;Стр. Резерв;0.0;12;2019;Г;0
8;51.9;2ккв;19;3;5;0;2.0;1.3;несовмещенный;3.9;совмещенный;7.0;0.0;13.9;1.0;3.8;0.0;3.6;23.9;11.8;12.1;0.0;0.0;102672.959922929;5328726.62;Стр. Резерв;0.0;12;2019;Д;0
8;53.1;2ккв;20;3;1;0;2.0;1.4;несовмещенный;3.9;совмещенный;6.4;0.0;15.2;1.0;4.0;0.0;3.6;24.2;11.9;12.3;0.0;0.0;103496.63992467;5495671.58;Стр. Резерв;0.0;12;2019;А;0
8;26.4;1ккв(с);20;3;2;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.6;0.0;6.4;1.0;3.3;0.0;3.6;11.5;11.5;0.0;0.0;0.0;123910.8;3271245.12;Стр. Резерв;0.0;12;2019;Б;0
8;26.8;1ккв(с);20;3;3;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.3;1.0;6.0;0.0;3.6;11.0;11.0;0.0;0.0;0.0;123282.639925373;3303974.75;Стр. Резерв;0.0;12;2019;В;0
8;27.4;1ккв(с);20;3;4;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.4;1.0;3.3;0.0;3.6;12.3;12.3;0.0;0.0;0.0;123910.8;3395155.92;Стр. Резерв;0.0;12;2019;Г;0
8;51.9;2ккв;20;3;5;0;2.0;1.3;несовмещенный;3.9;совмещенный;7.0;0.0;13.9;1.0;3.8;0.0;3.6;23.9;11.8;12.1;0.0;0.0;102816.479961464;5336175.31;Стр. Резерв;0.0;12;2019;Д;0
8;53.1;2ккв;21;3;1;0;2.0;1.4;несовмещенный;3.9;совмещенный;6.4;0.0;15.2;1.0;4.0;0.0;3.6;24.2;11.9;12.3;0.0;0.0;103639.119962335;5503237.27;Стр. Резерв;0.0;12;2019;А;0
8;26.4;1ккв(с);21;3;2;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.6;0.0;6.4;1.0;3.3;0.0;3.6;11.5;11.5;0.0;0.0;0.0;124095.920075758;3276132.29;Стр. Резерв;0.0;12;2019;Б;0
8;26.8;1ккв(с);21;3;3;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.3;1.0;6.0;0.0;3.6;11.0;11.0;0.0;0.0;0.0;123467.760074627;3308935.97;Стр. Резерв;0.0;12;2019;В;0
8;27.4;1ккв(с);21;3;4;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.4;1.0;3.3;0.0;3.6;12.3;12.3;0.0;0.0;0.0;124095.920072993;3400228.21;Стр. Резерв;0.0;12;2019;Г;0
8;51.9;2ккв;21;3;5;0;2.0;1.3;несовмещенный;3.9;совмещенный;7.0;0.0;13.9;1.0;3.8;0.0;3.6;23.9;11.8;12.1;0.0;0.0;102960.0;5343624.0;Стр. Резерв;0.0;12;2019;Д;0
8;53.1;2ккв;22;3;1;0;2.0;1.4;несовмещенный;3.9;совмещенный;6.4;0.0;15.2;1.0;4.0;0.0;3.6;24.2;11.9;12.3;0.0;0.0;103782.63992467;5510858.18;Стр. Резерв;0.0;12;2019;А;0
8;26.4;1ккв(с);22;3;2;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.6;0.0;6.4;1.0;3.3;0.0;3.6;11.5;11.5;0.0;0.0;0.0;124281.040151515;3281019.46;Стр. Резерв;0.0;12;2019;Б;0
8;26.8;1ккв(с);22;3;3;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.3;1.0;6.0;0.0;3.6;11.0;11.0;0.0;0.0;0.0;123652.879850746;3313897.18;Стр. Резерв;0.0;12;2019;В;0
8;27.4;1ккв(с);22;3;4;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.4;1.0;3.3;0.0;3.6;12.3;12.3;0.0;0.0;0.0;124281.040145985;3405300.5;Стр. Резерв;0.0;12;2019;Г;0
8;51.9;2ккв;22;3;5;0;2.0;1.3;несовмещенный;3.9;совмещенный;7.0;0.0;13.9;1.0;3.8;0.0;3.6;23.9;11.8;12.1;0.0;0.0;103102.479961464;5351018.71;Стр. Резерв;0.0;12;2019;Д;0
8;53.1;2ккв;23;3;1;0;2.0;1.4;несовмещенный;3.9;совмещенный;6.4;0.0;15.2;1.0;4.0;0.0;3.6;24.2;11.9;12.3;0.0;0.0;103926.16007533;5518479.1;Стр. Резерв;0.0;12;2019;А;0
8;26.4;1ккв(с);23;3;2;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.6;0.0;6.4;1.0;3.3;0.0;3.6;11.5;11.5;0.0;0.0;0.0;124466.159848485;3285906.62;Стр. Резерв;0.0;12;2019;Б;0
8;26.8;1ккв(с);23;3;3;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.3;1.0;6.0;0.0;3.6;11.0;11.0;0.0;0.0;0.0;123838.0;3318858.4;Стр. Резерв;0.0;12;2019;В;0
8;27.4;1ккв(с);23;3;4;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.4;1.0;3.3;0.0;3.6;12.3;12.3;0.0;0.0;0.0;124466.159854015;3410372.78;Стр. Резерв;0.0;12;2019;Г;0
8;51.9;2ккв;23;3;5;0;2.0;1.3;несовмещенный;3.9;совмещенный;7.0;0.0;13.9;1.0;3.8;0.0;3.6;23.9;11.8;12.1;0.0;0.0;103246.0;5358467.4;Стр. Резерв;0.0;12;2019;Д;0
8;53.1;2ккв;24;3;1;0;2.0;1.4;несовмещенный;3.9;совмещенный;6.4;0.0;15.2;1.0;4.0;0.0;3.6;24.2;11.9;12.3;0.0;0.0;104068.63992467;5526044.78;Стр. Резерв;0.0;12;2019;А;0
8;26.4;1ккв(с);24;3;2;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.6;0.0;6.4;1.0;3.3;0.0;3.6;11.5;11.5;0.0;0.0;0.0;124651.279924242;3290793.79;Стр. Резерв;0.0;12;2019;Б;0
8;26.8;1ккв(с);24;3;3;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.3;1.0;6.0;0.0;3.6;11.0;11.0;0.0;0.0;0.0;124023.120149254;3323819.62;Стр. Резерв;0.0;12;2019;В;0
8;27.4;1ккв(с);24;3;4;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.4;1.0;3.3;0.0;3.6;12.3;12.3;0.0;0.0;0.0;124651.279927007;3415445.07;Стр. Резерв;0.0;12;2019;Г;0
8;51.9;2ккв;24;3;5;0;2.0;1.3;несовмещенный;3.9;совмещенный;7.0;0.0;13.9;1.0;3.8;0.0;3.6;23.9;11.8;12.1;0.0;0.0;103389.520038536;5365916.09;Стр. Резерв;0.0;12;2019;Д;0
8;53.1;2ккв;25;3;1;0;2.0;1.4;несовмещенный;3.9;совмещенный;6.4;0.0;15.2;1.0;4.0;0.0;3.6;24.2;11.9;12.3;0.0;0.0;104212.16007533;5533665.7;Стр. Резерв;0.0;12;2019;А;0
8;26.4;1ккв(с);25;3;2;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.6;0.0;6.4;1.0;3.3;0.0;3.6;11.5;11.5;0.0;0.0;0.0;124836.4;3295680.96;Стр. Резерв;0.0;12;2019;Б;0
8;26.8;1ккв(с);25;3;3;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.3;1.0;6.0;0.0;3.6;11.0;11.0;0.0;0.0;0.0;124208.239925373;3328780.83;Стр. Резерв;0.0;12;2019;В;0
8;27.4;1ккв(с);25;3;4;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;6.4;1.0;3.3;0.0;3.6;12.3;12.3;0.0;0.0;0.0;124836.4;3420517.36;Стр. Резерв;0.0;12;2019;Г;0
8;51.9;2ккв;25;3;5;0;2.0;1.3;несовмещенный;3.9;совмещенный;7.0;0.0;13.9;1.0;3.8;0.0;3.6;23.9;11.8;12.1;0.0;0.0;103532.0;5373310.8;Стр. Резерв;0.0;12;2019;Д;0
8;44.8;2ккв;2;4;1;0;1.0;4.7;несовмещенный;0.0;Санузел отсутствует;5.2;0.0;10.8;0.0;0.0;0.0;3.6;24.1;12.1;12.0;0.0;0.0;100439.039955357;4499668.99;Стр. Резерв;0.0;12;2019;А;1
8;46.4;2ккв;3;4;1;0;1.0;4.4;несовмещенный;0.0;Санузел отсутствует;5.2;0.0;10.6;1.0;4.2;0.0;3.6;24.1;12.1;12.0;0.0;0.0;101392.720043103;4704622.21;Стр. Резерв;0.0;12;2019;А;1
8;46.4;2ккв;4;4;1;0;1.0;4.4;несовмещенный;0.0;Санузел отсутствует;5.2;0.0;10.6;1.0;4.2;0.0;3.6;24.1;12.1;12.0;0.0;0.0;101631.920043103;4715721.09;Стр. Резерв;0.0;12;2019;А;1
8;46.4;2ккв;5;4;1;0;1.0;4.4;несовмещенный;0.0;Санузел отсутствует;5.2;0.0;10.6;1.0;4.2;0.0;3.6;24.1;12.1;12.0;0.0;0.0;101870.079956897;4726771.71;Стр. Резерв;0.0;12;2019;А;1
8;46.4;2ккв;6;4;1;0;1.0;4.4;несовмещенный;0.0;Санузел отсутствует;5.2;0.0;10.6;1.0;4.2;0.0;3.6;24.1;12.1;12.0;0.0;0.0;102109.279956897;4737870.59;Стр. Резерв;0.0;12;2019;А;1
8;46.4;2ккв;7;4;1;0;1.0;4.4;несовмещенный;0.0;Санузел отсутствует;5.2;0.0;10.6;1.0;4.2;0.0;3.6;24.1;12.1;12.0;0.0;0.0;102347.440086207;4748921.22;Стр. Резерв;0.0;12;2019;А;1
8;46.4;2ккв;8;4;1;0;1.0;4.4;несовмещенный;0.0;Санузел отсутствует;5.2;0.0;10.6;1.0;4.2;0.0;3.6;24.1;12.1;12.0;0.0;0.0;102586.640086207;4760020.1;Стр. Резерв;0.0;12;2019;А;1
8;46.4;2ккв;9;4;1;0;1.0;4.4;несовмещенный;0.0;Санузел отсутствует;5.2;0.0;10.6;1.0;4.2;0.0;3.6;24.1;12.1;12.0;0.0;0.0;102824.8;4771070.72;Стр. Резерв;0.0;12;2019;А;1
8;46.4;2ккв;10;4;1;0;1.0;4.4;несовмещенный;0.0;Санузел отсутствует;5.2;0.0;10.6;1.0;4.2;0.0;3.6;24.1;12.1;12.0;0.0;0.0;103064.0;4782169.6;Стр. Резерв;0.0;12;2019;А;1
8;46.4;2ккв;11;4;1;0;1.0;4.4;несовмещенный;0.0;Санузел отсутствует;5.2;0.0;10.6;1.0;4.2;0.0;3.6;24.1;12.1;12.0;0.0;0.0;103302.159913793;4793220.22;Стр. Резерв;0.0;12;2019;А;1
8;46.4;2ккв;12;4;1;0;1.0;4.4;несовмещенный;0.0;Санузел отсутствует;5.2;0.0;10.6;1.0;4.2;0.0;3.6;24.1;12.1;12.0;0.0;0.0;103540.320043103;4804270.85;Стр. Резерв;0.0;12;2019;А;1
8;46.4;2ккв;13;4;1;0;1.0;4.4;несовмещенный;0.0;Санузел отсутствует;5.2;0.0;10.6;1.0;4.2;0.0;3.6;24.1;12.1;12.0;0.0;0.0;103683.840086207;4810930.18;Стр. Резерв;0.0;12;2019;А;1
8;88.8;4ккв;14;4;1;0;2.0;1.4;несовмещенный;4.5;совмещенный;11.2;1.0;17.9;3.0;4.2;3.2;3.7;34.6;12.1;12.0;12.0;10.6;106176.720045045;9428492.74;Стр. Резерв;2.3;12;2019;А;0
8;88.8;4ккв;15;4;1;0;2.0;1.4;несовмещенный;4.5;совмещенный;11.2;1.0;17.9;3.0;4.2;3.2;3.7;34.6;12.1;12.0;12.0;10.6;106324.4;9441606.72;Стр. Резерв;2.3;12;2019;А;0
8;38.0;2ккв(с);2;4;2;1;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.8;0.0;9.5;0.0;0.0;0.0;3.6;20.8;8.8;12.0;0.0;0.0;117878.8;4479394.4;Стр. Резерв;0.0;12;2019;Б;0
8;39.7;2ккв(с);3;4;2;1;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.2;3.7;3.6;20.8;8.8;12.0;0.0;0.0;119031.119899244;4725535.46;Стр. Резерв;0.0;12;2019;Б;0
8;39.7;2ккв(с);4;4;2;1;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.2;3.7;3.6;20.8;8.8;12.0;0.0;0.0;119318.159949622;4736930.95;Стр. Резерв;0.0;12;2019;Б;0
8;39.7;2ккв(с);5;4;2;1;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.2;3.7;3.6;20.8;8.8;12.0;0.0;0.0;119606.240050378;4748367.73;Стр. Резерв;0.0;12;2019;Б;0
8;39.7;2ккв(с);6;4;2;1;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.2;3.7;3.6;20.8;8.8;12.0;0.0;0.0;119894.319899244;4759804.5;Стр. Резерв;0.0;12;2019;Б;0
8;39.7;2ккв(с);7;4;2;1;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.2;3.7;3.6;20.8;8.8;12.0;0.0;0.0;120182.4;4771241.28;Стр. Резерв;0.0;12;2019;Б;0
8;39.7;2ккв(с);8;4;2;1;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.2;3.7;3.6;20.8;8.8;12.0;0.0;0.0;120470.480100756;4782678.06;Стр. Резерв;0.0;12;2019;Б;0
8;39.7;2ккв(с);9;4;2;1;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.2;3.7;3.6;20.8;8.8;12.0;0.0;0.0;120758.559949622;4794114.83;Стр. Резерв;0.0;12;2019;Б;0
8;39.7;2ккв(с);10;4;2;1;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.2;3.7;3.6;20.8;8.8;12.0;0.0;0.0;121046.640050378;4805551.61;Стр. Резерв;0.0;12;2019;Б;0
8;39.7;2ккв(с);11;4;2;1;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.2;3.7;3.6;20.8;8.8;12.0;0.0;0.0;121334.719899244;4816988.38;Стр. Резерв;0.0;12;2019;Б;0
8;39.7;2ккв(с);12;4;2;1;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.2;3.7;3.6;20.8;8.8;12.0;0.0;0.0;121622.8;4828425.16;Стр. Резерв;0.0;12;2019;Б;0
8;39.7;2ккв(с);13;4;2;1;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.6;0.0;9.0;2.0;3.2;3.7;3.6;20.8;8.8;12.0;0.0;0.0;121795.440050378;4835278.97;Стр. Резерв;0.0;12;2019;Б;0
8;33.9;1ккв;14;4;2;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;120473.6;4084055.04;Стр. Резерв;2.9;12;2019;Б;1
8;33.9;1ккв;15;4;2;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;120646.240117994;4089907.54;Стр. Резерв;2.9;12;2019;Б;1
8;33.9;1ккв;16;4;2;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;120818.879941003;4095760.03;Стр. Резерв;2.9;12;2019;Б;1
8;33.9;1ккв;17;4;2;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;120992.559882006;4101647.78;Стр. Резерв;2.9;12;2019;Б;1
8;33.9;1ккв;18;4;2;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;121165.2;4107500.28;Стр. Резерв;2.9;12;2019;Б;1
8;33.9;1ккв;19;4;2;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;121337.840117994;4113352.78;Стр. Резерв;2.9;12;2019;Б;1
8;33.9;1ккв;20;4;2;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;121510.479941003;4119205.27;Стр. Резерв;2.9;12;2019;Б;1
8;32.2;1ккв;2;4;3;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.5;0.0;0.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;116677.6;3757018.72;Стр. Резерв;2.9;12;2019;В;1
8;33.9;1ккв;3;4;3;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;116071.279941003;3934816.39;Стр. Резерв;2.9;12;2019;В;1
8;33.9;1ккв;4;4;3;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;116359.359882006;3944582.3;Стр. Резерв;2.9;12;2019;В;1
8;33.9;1ккв;5;4;3;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;116647.440117994;3954348.22;Стр. Резерв;2.9;12;2019;В;1
8;33.9;1ккв;6;4;3;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;116935.520058997;3964114.13;Стр. Резерв;2.9;12;2019;В;1
8;33.9;1ккв;7;4;3;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;117223.6;3973880.04;Стр. Резерв;2.9;12;2019;В;1
8;33.9;1ккв;8;4;3;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;117510.640117994;3983610.7;Стр. Резерв;2.9;12;2019;В;1
8;33.9;1ккв;9;4;3;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;117798.720058997;3993376.61;Стр. Резерв;2.9;12;2019;В;1
8;33.9;1ккв;10;4;3;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;118086.8;4003142.52;Стр. Резерв;2.9;12;2019;В;1
8;33.9;1ккв;11;4;3;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;118374.879941003;4012908.43;Стр. Резерв;2.9;12;2019;В;1
8;33.9;1ккв;12;4;3;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;118662.959882006;4022674.34;Стр. Резерв;2.9;12;2019;В;1
8;33.9;1ккв;13;4;3;0;1.0;3.6;совмещенный;0.0;Санузел отсутствует;3.9;1.0;10.1;1.0;7.0;0.0;3.6;11.3;11.3;0.0;0.0;0.0;118835.6;4028526.84;Стр. Резерв;2.9;12;2019;В;1
8;32.5;1ккв;14;4;3;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;120473.6;3915392.0;Стр. Резерв;1.9;12;2019;В;1
8;32.5;1ккв;15;4;3;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;120646.24;3921002.8;Стр. Резерв;1.9;12;2019;В;1
8;32.5;1ккв;16;4;3;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;120818.88;3926613.6;Стр. Резерв;1.9;12;2019;В;1
8;32.5;1ккв;17;4;3;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;120992.56;3932258.2;Стр. Резерв;1.9;12;2019;В;1
8;32.5;1ккв;18;4;3;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;121165.2;3937869.0;Стр. Резерв;1.9;12;2019;В;1
8;32.5;1ккв;19;4;3;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;121337.84;3943479.8;Стр. Резерв;1.9;12;2019;В;1
8;32.5;1ккв;20;4;3;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;121510.48;3949090.6;Стр. Резерв;1.9;12;2019;В;1
8;31.9;1ккв;2;4;4;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;11.0;0.0;0.0;0.0;3.6;11.8;11.8;0.0;0.0;0.0;116677.6;3722015.44;Стр. Резерв;1.9;12;2019;Г;1
8;32.5;1ккв;3;4;4;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;116071.28;3772316.6;Стр. Резерв;1.9;12;2019;Г;1
8;32.5;1ккв;4;4;4;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;116359.36;3781679.2;Стр. Резерв;1.9;12;2019;Г;1
8;32.5;1ккв;5;4;4;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;116647.44;3791041.8;Стр. Резерв;1.9;12;2019;Г;1
8;32.5;1ккв;6;4;4;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;116935.52;3800404.4;Стр. Резерв;1.9;12;2019;Г;1
8;32.5;1ккв;7;4;4;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;117223.6;3809767.0;Стр. Резерв;1.9;12;2019;Г;1
8;32.5;1ккв;8;4;4;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;117510.64;3819095.8;Стр. Резерв;1.9;12;2019;Г;1
8;32.5;1ккв;9;4;4;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;117798.72;3828458.4;Стр. Резерв;1.9;12;2019;Г;1
8;32.5;1ккв;10;4;4;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;118086.8;3837821.0;Стр. Резерв;1.9;12;2019;Г;1
8;32.5;1ккв;11;4;4;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;118374.88;3847183.6;Стр. Резерв;1.9;12;2019;Г;1
8;32.5;1ккв;12;4;4;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;118662.96;3856546.2;Стр. Резерв;1.9;12;2019;Г;1
8;32.5;1ккв;13;4;4;0;1.0;3.9;совмещенный;0.0;Санузел отсутствует;3.3;1.0;10.5;1.0;3.7;0.0;3.6;11.8;11.8;0.0;0.0;0.0;118835.6;3862157.0;Стр. Резерв;1.9;12;2019;Г;1
8;54.4;2ккв;14;4;4;0;1.0;4.3;несовмещенный;0.0;Санузел отсутствует;7.6;0.0;17.8;1.0;4.0;0.0;3.6;22.7;10.4;12.3;0.0;0.0;103851.279963235;5649509.63;Стр. Резерв;0.0;12;2019;Г;0
8;54.4;2ккв;15;4;4;0;1.0;4.3;несовмещенный;0.0;Санузел отсутствует;7.6;0.0;17.8;1.0;4.0;0.0;3.6;22.7;10.4;12.3;0.0;0.0;103994.8;5657317.12;Стр. Резерв;0.0;12;2019;Г;0
8;54.4;2ккв;16;4;4;0;1.0;4.3;несовмещенный;0.0;Санузел отсутствует;7.6;0.0;17.8;1.0;4.0;0.0;3.6;22.7;10.4;12.3;0.0;0.0;104137.279963235;5665068.03;Стр. Резерв;0.0;12;2019;Г;0
8;54.4;2ккв;17;4;4;0;1.0;4.3;несовмещенный;0.0;Санузел отсутствует;7.6;0.0;17.8;1.0;4.0;0.0;3.6;22.7;10.4;12.3;0.0;0.0;104280.8;5672875.52;Стр. Резерв;0.0;12;2019;Г;0
8;54.4;2ккв;18;4;4;0;1.0;4.3;несовмещенный;0.0;Санузел отсутствует;7.6;0.0;17.8;1.0;4.0;0.0;3.6;22.7;10.4;12.3;0.0;0.0;104424.320036765;5680683.01;Стр. Резерв;0.0;12;2019;Г;0
